"id","date","price","bedrooms","bathrooms","sqft_living","","floors","","view","condition","grade","sqft_above","sqft_basement","yr_built","","zipcode","sqft_living15"
"5634500036","20140820","459000","5","2.5","2650","","1","","0","4","7","1350","1300","1979","","98028","2160"
"2887703066","20140528","815000","4","2.25","2000","","2","","0","3","8","2000","0","2001","","98115","1610"
"3185600055","20140611","495000","6","5","3440","","2","","0","3","8","3280","160","2007","","98055","1400"
"1421069159","20141110","520000","3","2.5","2280","","2.5","","3","3","9","2280","0","1987","","98010","2240"
"476000335","20141217","430000","2","1.5","1320","","3","","0","3","7","1320","0","2001","","98107","1320"
"251300260","20140515","255000","4","2.5","2070","","2","","0","3","8","2070","0","1989","","98003","1950"
"2887700140","20140707","588000","3","2","1860","","2","","0","5","7","1860","0","1908","","98115","1580"
"3298201170","20141110","350000","3","1","940","","1","","0","3","6","940","0","1959","","98008","1180"
"2024059084","20150313","625000","4","2.75","2290","","1","","2","5","7","2290","0","1963","","98006","2540"
"7229700105","20150424","172500","2","2","1510","","1","","0","2","6","1250","260","1958","","98059","1490"
"2313900560","20140825","554000","3","2","1830","","1.5","","0","5","7","1290","540","1909","","98116","1530"
"6192400400","20140728","775000","4","2.5","3090","","2","","0","3","9","3090","0","2001","","98052","3050"
"1425069116","20141107","1.19E+6","4","3.5","4340","","2","","0","3","11","4340","0","2003","","98053","3430"
"3582900200","20141028","618000","3","2.75","3200","","2","","1","3","9","3200","0","1977","","98028","2880"
"243000335","20140929","305000","4","1","1560","","1.5","","0","4","6","1560","0","1954","","98166","1380"
"7760400350","20141205","232000","3","2","1280","","1","","0","3","7","1280","0","1994","","98042","1590"
"128500260","20140508","262000","4","2.5","2020","","2","","0","3","7","2020","0","2002","","98001","1940"
"1697000370","20150325","234000","3","1","1040","","1","","0","5","7","1040","0","1971","","98198","1470"
"8902000267","20150402","500000","4","2.75","2260","","1","","3","3","7","1330","930","2002","","98125","1790"
"1218000030","20140827","278000","3","1","860","","1","","0","3","6","860","0","1920","","98166","890"
"6099400140","20140904","230000","5","1","1920","","1","","0","3","7","1160","760","1961","","98168","1920"
"5710600030","20140922","500000","4","1.75","2290","","1","","0","5","8","1270","1020","1969","","98027","2290"
"7304300570","20140519","366500","4","2.75","2070","","1","","0","5","7","1120","950","1945","","98155","1010"
"1702901180","20140611","665000","6","3","4250","","2.5","","0","4","7","3020","1230","1902","","98118","1520"
"3508100135","20150316","1.10E+6","3","1.5","2220","","2","","3","3","9","1790","430","1928","","98116","1670"
"4443800030","20141201","575000","2","1.75","1840","","1","","0","3","8","1140","700","1957","","98117","1540"
"2553300140","20141103","674750","4","2.5","2590","","2","","0","3","10","2590","0","1993","","98075","2800"
"4154300465","20140916","719000","5","2","3110","","1","","0","5","7","1560","1550","1940","","98118","1720"
"3623029045","20140925","482000","3","1.75","2600","","1","","0","4","7","1300","1300","1980","","98070","1941"
"9371700125","20140528","254000","2","1","1060","","1","","0","4","6","1060","0","1952","","98133","1260"
"4443800810","20140819","443725","3","1.75","1250","","1","","0","4","7","750","500","1944","","98117","1240"
"1330900570","20141106","575000","4","2.5","2520","","2","","0","3","8","2520","0","1980","","98053","2230"
"4017110200","20150127","469000","3","2.25","2070","","1","","0","3","8","1440","630","1977","","98155","2070"
"303000445","20140523","175000","2","1","1300","","1","","0","5","6","1300","0","1958","","98001","1470"
"7857003505","20140909","437000","5","2","2190","","1","","0","3","7","1390","800","1961","","98108","2010"
"4027701291","20140820","550000","4","3","2760","","1","","0","4","8","1760","1000","1974","","98028","1900"
"3831200200","20150420","172040","3","2.25","1710","","1","","0","4","7","1130","580","1979","","98031","1790"
"4123830070","20141224","363000","3","2","1750","","1","","0","3","8","1750","0","1993","","98038","1840"
"8946750140","20150430","282000","3","2.25","1552","","2","","0","3","7","1552","0","2012","","98092","1677"
"7129300400","20140814","400000","6","2","2350","","2","","1","3","8","2000","350","1905","","98178","1560"
"2126059234","20140924","650000","5","3.5","5110","","2","","0","3","10","3850","1260","2003","","98034","1790"
"621069074","20140603","365000","3","2.5","1720","","2","","0","4","7","1720","0","1990","","98042","1340"
"7879600070","20141024","269950","4","2.5","1960","","2","","0","3","8","1960","0","2002","","98023","1850"
"6151800486","20140718","260000","2","1","1270","","1","","0","3","6","1270","0","1977","","98010","1270"
"8581200160","20141024","193000","3","1.5","1180","","1","","0","4","7","1180","0","1977","","98023","1630"
"2395710070","20140725","340000","4","2.25","2230","","2","","0","3","8","2230","0","2005","","98038","2420"
"6669100070","20140512","900000","4","3.25","4700","","2","","0","3","10","3420","1280","1978","","98005","3640"
"8856920070","20141021","371000","3","2.5","2150","","2","","0","3","8","2150","0","1991","","98058","2150"
"323089084","20140827","592000","3","2.5","2400","","2","","0","3","8","2400","0","1985","","98045","1370"
"798000342","20140815","300000","3","2.5","1830","","2","","0","3","7","1830","0","1991","","98168","1610"
"5104511840","20140827","449950","4","3","2800","","2","","0","3","8","2800","0","2003","","98038","2800"
"5205000400","20141022","299500","3","2.5","2090","","2","","0","3","8","2090","0","1989","","98003","2320"
"8565900160","20150326","995000","4","2.25","2340","","1","","0","4","9","2340","0","1963","","98040","2340"
"4302700445","20140923","335000","4","1.75","1670","","1","","0","3","7","1100","570","1960","","98106","1080"
"2413300240","20141110","280000","4","2.25","1990","","1","","0","4","8","1180","810","1978","","98003","2030"
"9477201620","20140516","446000","4","2.25","2270","","1","","0","3","7","1290","980","1977","","98034","1480"
"3395000070","20140927","1.54E+6","4","2.75","4910","","1","","0","4","10","2560","2350","1964","","98004","3980"
"3336000791","20150407","325000","3","1","950","","1","","0","4","6","950","0","1943","","98118","1140"
"1087700030","20140619","450000","3","1.75","1610","","1","","0","3","7","1610","0","1955","","98033","1610"
"8856970570","20141027","322500","4","2.5","1940","","2","","0","3","7","1940","0","2000","","98038","1850"
"2206700295","20140915","453000","3","1","1210","","1","","0","5","7","1210","0","1955","","98006","1700"
"293910030","20141008","655000","4","2.5","2570","","2","","0","3","9","2570","0","2001","","98034","2460"
"9547205660","20150504","603000","3","2.25","1700","","2","","0","5","7","1150","550","1926","","98115","1500"
"8856004400","20140902","235000","4","1","1610","","1.5","","0","3","6","1610","0","1947","","98001","1270"
"3888100128","20140728","968933","4","3.5","4120","","2","","0","3","11","3070","1050","2006","","98033","2470"
"8562900240","20141114","1.02E+6","3","3.5","2880","","1","","0","3","8","1690","1190","1980","","98074","2530"
"1088000030","20141203","435000","4","2.25","1990","","2","","0","3","8","1990","0","1973","","98033","2320"
"1545800640","20140618","242000","3","2","1260","","1","","0","3","7","1260","0","1986","","98038","1950"
"3020079078","20141027","487000","6","3.25","4750","","2","","0","4","8","4750","0","1947","","98022","2230"
"11520640","20140801","810000","4","2.75","3010","","2","","0","3","9","3010","0","1996","","98052","3010"
"3407700046","20140624","625000","3","2.5","2410","","1","","0","4","8","1820","590","1976","","98072","2980"
"7696600240","20141023","165000","3","1.5","1280","","1","","0","3","7","1280","0","1973","","98001","1566"
"3904100106","20150427","335000","3","1","2320","","1","","0","3","7","1160","1160","1960","","98118","1230"
"7849201600","20140724","286700","3","1","1220","","1","","0","3","6","1220","0","1958","","98065","1100"
"8924100111","20150424","699000","2","1.5","1400","","1","","0","4","8","1400","0","1954","","98115","1900"
"2221000070","20150327","280000","3","1.75","1590","","1","","0","3","7","1140","450","1974","","98058","1590"
"8078350030","20140602","580000","4","2.5","2220","","2","","0","3","8","2220","0","1988","","98029","2220"
"8682281710","20140620","754800","2","2.5","2770","","2","","0","3","8","2770","0","2006","","98053","1870"
"1383500070","20150210","525000","4","2.5","2303","","2","","0","3","8","2303","0","1995","","98019","2080"
"6744700181","20150217","562000","3","1.75","1600","","1","","2","3","8","1600","0","1962","","98155","2590"
"6728700075","20140520","575000","4","1.75","1280","","1","","0","3","7","860","420","1926","","98117","1490"
"3630180240","20140711","808900","5","2.5","2900","","2","","0","3","9","2900","0","2006","","98027","3200"
"2162000160","20150303","992000","3","2.25","2950","","1","","0","4","10","2070","880","1966","","98040","2950"
"705700140","20140919","335000","3","2.5","1700","","2","","0","3","7","1700","0","1997","","98038","2190"
"9423400193","20141226","473000","3","2.75","1050","","1","","0","3","7","1050","0","1985","","98125","1860"
"5137200140","20150325","350000","4","2.75","2990","","1","","1","4","8","1880","1110","1977","","98023","2790"
"5026900160","20150424","1.60E+6","5","2.5","3100","","2.5","","0","4","9","3100","0","1906","","98122","2180"
"4024101052","20141217","305500","3","1","1240","","1","","0","4","7","1240","0","1950","","98155","1550"
"1726069051","20140523","306000","2","1","780","","1","","0","4","7","780","0","1946","","98077","2200"
"6300000693","20141202","233000","2","2.25","850","","2","","0","3","8","850","0","2001","","98133","850"
"6413100270","20150331","490000","3","1.75","1540","","1","","0","3","8","1540","0","1971","","98125","1710"
"7215420160","20140701","445000","4","2.5","2280","","2","","0","3","8","2280","0","1994","","98042","2280"
"7878400135","20141120","355000","3","2.25","2550","","1","","0","3","7","1850","700","1959","","98178","2240"
"2597710070","20150402","360000","2","2","1770","","1","","0","4","8","1770","0","1987","","98058","2090"
"9244900248","20140709","737500","3","1.75","2320","","2","","0","3","7","2320","0","1935","","98115","1610"
"824059277","20141215","985000","3","3.5","2600","","2","","0","5","8","2600","0","1969","","98004","2430"
"3278601940","20140806","349950","2","3.25","1570","","2","","0","3","8","1310","260","2006","","98126","1570"
"7853250160","20150220","520000","4","2.5","3060","","2","","0","3","8","2860","200","2005","","98065","2950"
"1163100070","20141217","355950","4","2.5","1960","","1","","0","3","7","1220","740","1955","","98177","1910"
"8106300510","20141229","485000","5","2.5","3270","","2","","0","3","9","3270","0","2004","","98055","2980"
"4239400960","20141212","143000","3","1","1090","","1","","0","4","6","1090","0","1969","","98092","960"
"7524900003","20141210","3.28E+6","2","1.75","6840","","2.5","","4","3","11","4350","2490","2001","","98008","3120"
"3893100327","20140723","355000","3","1","940","","1","","0","4","7","940","0","1967","","98033","1060"
"7856640560","20140604","1.13E+6","5","3.5","3880","","2","","3","4","9","2540","1340","1979","","98006","3690"
"7206900075","20140818","200000","5","1.75","1770","","1","","0","4","7","1770","0","1959","","98059","1370"
"8691310070","20140618","913000","4","2.5","3640","","2","","0","3","11","3640","0","1999","","98075","3370"
"4389200796","20140522","1.60E+6","3","2.5","3160","","1","","2","4","9","1820","1340","1966","","98004","3390"
"7436300160","20140625","409900","2","2.5","1590","","2","","0","3","9","1590","0","1997","","98033","2320"
"7896300070","20150501","265000","4","1","1290","","1","","0","3","6","1050","240","1950","","98118","1060"
"2425059074","20150410","740000","5","3","3655","","1","","0","5","8","2174","1481","1955","","98008","2530"
"2111010340","20140612","306000","4","2.5","2490","","2","","0","3","7","2490","0","2001","","98092","2760"
"7852150140","20141007","381000","3","2.5","1470","","2","","0","3","7","1470","0","2003","","98065","1960"
"1370800830","20150505","1.22E+6","3","3.25","3960","","2","","3","3","10","2600","1360","1933","","98199","2730"
"7632400400","20150320","1.05E+6","3","3.5","3190","","1","","3","4","8","2630","560","1941","","98166","2600"
"5220300140","20140903","408000","2","1","810","","1","","0","5","6","810","0","1948","","98133","830"
"2568200140","20140625","739900","5","2.5","2980","","2","","0","3","9","2980","0","2006","","98052","3150"
"1137300340","20141121","674250","4","2.5","2780","","1","","0","4","9","2780","0","1985","","98072","2740"
"7640400106","20140911","438400","2","1","1340","","1","","0","4","7","1340","0","1953","","98177","1700"
"2175100055","20141230","1.70E+6","5","5","4930","","2","","3","3","11","4160","770","2000","","98040","3030"
"9274200990","20140619","703000","3","2","1360","","1.5","","0","3","8","1360","0","1945","","98116","1520"
"5028600550","20141229","262000","3","1.75","1320","","1","","0","4","7","1320","0","1989","","98023","1620"
"1471630160","20150423","353000","3","2","1210","","1","","0","3","7","1210","0","1984","","98045","1570"
"9430110030","20150114","500000","4","2.5","1940","","2","","0","3","8","1940","0","1995","","98052","2250"
"9275700016","20140706","1.28E+6","4","2.5","3160","","1.5","","4","3","9","2020","1140","1917","","98116","2790"
"6654700240","20150408","332000","4","2.5","1980","","2","","0","3","8","1980","0","2004","","98042","2590"
"8563080270","20140821","824000","4","2.5","2320","","1","","0","4","9","1620","700","1974","","98008","2810"
"7548300326","20150220","290000","4","2","1660","","1","","0","3","7","1660","0","1968","","98144","1150"
"5457300696","20140627","700000","3","2.5","1660","","2","","2","3","9","1400","260","2002","","98109","1820"
"1175001125","20141006","550000","2","1","1080","","1","","0","4","7","780","300","1922","","98107","1380"
"3034200197","20140903","549000","2","1","1510","","1.5","","0","4","7","1510","0","1921","","98133","2210"
"7787400105","20150306","1.86E+6","4","2.5","2950","","1","","2","4","9","2550","400","1951","","98004","3260"
"9346700270","20150302","858000","4","2.25","3070","","2","","0","3","9","3070","0","1978","","98007","3010"
"6414600260","20141030","345000","2","1","970","","1","","0","3","7","970","0","1947","","98133","1200"
"2620069195","20141104","340000","4","1.75","2140","","2.5","","0","3","8","2140","0","1930","","98022","2030"
"1300301840","20150425","1.22E+6","4","2.25","2570","","2.5","","0","4","9","2570","0","1962","","98040","2570"
"4358700186","20141211","275000","3","2.25","1260","","3","","0","3","7","1260","0","2009","","98133","1190"
"259600560","20140827","405000","3","1","1220","","1","","0","3","7","1220","0","1963","","98008","1420"
"2634500070","20150116","432500","3","2","1720","","2","","0","5","7","1720","0","1949","","98155","1400"
"7186800105","20150112","236500","4","1","2140","","1.5","","0","3","6","1320","820","1925","","98118","1720"
"4459800070","20140718","679000","4","1.5","1420","","1.5","","0","4","8","1420","0","1928","","98103","1470"
"3034200370","20141031","543000","4","2.5","2060","","2","","0","3","8","2060","0","1995","","98133","2060"
"7887200390","20140926","294000","3","1","1320","","1","","0","3","7","990","330","1953","","98178","1460"
"2473390710","20150403","340500","3","1.75","1810","","1","","0","4","7","1810","0","1969","","98058","1620"
"2600140370","20140703","1.01E+6","4","2.5","2980","","2","","0","3","9","2980","0","1989","","98006","2730"
"7525100520","20140502","335000","2","2","1350","","1","","0","3","8","1350","0","1976","","98052","1790"
"6204200560","20140723","425000","3","2","1540","","1","","0","3","7","1540","0","1988","","98011","1630"
"5416100160","20150210","353000","3","2.5","2510","","2","","0","4","8","2510","0","2001","","98022","2690"
"3905040070","20150504","540000","3","2.5","1670","","2","","0","3","8","1670","0","1991","","98029","1940"
"8562900520","20140612","640000","5","3.5","3690","","2","","0","3","9","2540","1150","2006","","98074","2640"
"4027701182","20140722","339950","3","1","1320","","1","","0","3","8","1320","0","1959","","98028","1900"
"9407110710","20141107","195000","3","1.75","1510","","1","","0","2","7","980","530","1979","","98045","1500"
"9407110710","20150226","322000","3","1.75","1510","","1","","0","2","7","980","530","1979","","98045","1500"
"5160300030","20150401","660000","4","1.75","1870","","1","","0","3","8","1620","250","1978","","98005","2060"
"1000102","20140916","280000","6","3","2400","","2","","0","3","7","2400","0","1991","","98002","2060"
"1000102","20150422","300000","6","3","2400","","2","","0","3","7","2400","0","1991","","98002","2060"
"8945300200","20140815","207500","3","1","1170","","1","","0","4","6","1170","0","1966","","98023","1200"
"7796600070","20140825","195000","3","1.5","1190","","1","","0","3","7","1190","0","1956","","98146","1390"
"4443800765","20140610","700000","3","2","2080","","1","","0","5","7","1160","920","1954","","98117","1330"
"3298720030","20150417","560000","4","1.75","2150","","1","","2","4","7","1460","690","1982","","98106","1480"
"1781500435","20140820","260000","3","1.75","1580","","1","","0","5","7","1580","0","1911","","98126","1580"
"1781500435","20150225","575000","3","1.75","1580","","1","","0","5","7","1580","0","1911","","98126","1580"
"6979970140","20150417","475000","3","2.5","2370","","2","","0","3","8","1950","420","2006","","98072","2520"
"1005000036","20140613","285000","3","1.75","1840","","1","","0","3","7","920","920","1905","","98118","1390"
"3629921160","20140508","753888","4","2.5","2660","","2","","2","3","9","2660","0","2003","","98029","3620"
"3629910370","20150410","650000","3","2.5","2190","","2","","0","3","9","2190","0","2003","","98029","2300"
"5200100105","20140807","620000","3","2.25","1660","","1.5","","0","4","7","1100","560","1929","","98117","1610"
"1024069159","20150313","526000","3","1.75","1780","","1","","0","3","7","1300","480","1977","","98075","2380"
"418000310","20140514","155000","2","1","700","","1","","0","5","6","700","0","1952","","98056","1030"
"765000060","20140827","342000","4","2","1570","","1","","0","3","7","1120","450","1959","","98011","1570"
"2126079046","20150407","390000","3","1.75","1220","","1","","0","3","7","1220","0","1981","","98019","1540"
"2024079035","20140605","685000","3","2.75","3150","","2","","0","4","9","3000","150","1990","","98024","3180"
"7202270830","20140625","608000","4","2.5","2690","","2","","0","3","7","2690","0","2001","","98053","2690"
"133000070","20140916","179900","2","1","680","","1","","0","3","6","680","0","1943","","98168","1240"
"2818600060","20140904","1.24E+6","6","3.25","3750","","2","","2","5","9","2750","1000","1936","","98117","2140"
"6082400083","20150430","166000","3","1","1010","","1","","0","3","7","1010","0","1957","","98168","1370"
"9412900045","20140519","462000","3","1.5","1710","","1.5","","0","3","8","1410","300","1928","","98118","1860"
"3905030140","20140622","545000","4","2.5","2090","","2","","0","3","8","2090","0","1990","","98029","2090"
"7228501580","20150116","415000","3","1","1560","","1.5","","0","3","7","1560","0","1903","","98122","1660"
"6679000390","20140610","269000","3","2.5","1560","","2","","0","3","7","1560","0","2003","","98038","1560"
"1822500160","20141212","356500","4","2.5","2570","","2","","0","3","8","2570","0","2008","","98003","2430"
"6889000060","20141223","225000","3","1","1010","","1","","0","4","6","1010","0","1961","","98198","1190"
"835000055","20140620","175000","2","1","1020","","1","","0","4","6","1020","0","1948","","98002","1200"
"7811210320","20140801","549000","5","2.5","1710","","2","","0","4","8","1710","0","1974","","98005","2270"
"3123049320","20150415","535000","3","2.75","2300","","2","","0","3","8","2300","0","1989","","98166","1710"
"4123400320","20140505","627000","4","2.25","1990","","1","","0","3","8","1210","780","1973","","98027","1720"
"4477000270","20140822","565000","3","2","2730","","2.5","","3","3","9","2730","0","1976","","98166","2040"
"3126049094","20141112","392450","4","2","2195","","1","","0","3","7","1060","1135","1912","","98103","1710"
"8682282180","20140923","509000","2","2","1560","","1","","0","3","8","1560","0","2006","","98053","1870"
"1232000810","20140912","340000","3","2.5","1400","","1","","0","3","7","1200","200","1921","","98117","1440"
"1232000810","20150326","537000","3","2.5","1400","","1","","0","3","7","1200","200","1921","","98117","1440"
"8691330310","20140505","865000","4","3","3690","","2","","0","3","10","3690","0","1998","","98075","3430"
"3996900295","20141214","358000","2","1","1140","","1","","0","3","7","1140","0","1948","","98155","1030"
"117000003","20140919","595000","4","2.25","1920","","1.5","","0","5","7","1300","620","1923","","98116","1960"
"1471590060","20140619","661000","4","2.5","2496","","2","","0","3","9","2496","0","1998","","98052","2496"
"2558650200","20140916","419950","3","2.25","2280","","1","","0","4","7","1680","600","1977","","98034","1890"
"5104531580","20150416","490000","4","3.5","3200","","2","","0","3","9","3200","0","2006","","98038","3200"
"6021503570","20140918","525000","2","1","880","","1","","0","3","7","880","0","1940","","98117","1310"
"1862400517","20140813","350000","3","2","1320","","3","","0","3","7","1320","0","1995","","98117","1380"
"2738650030","20150511","552500","3","2.5","2450","","2","","0","3","9","2450","0","2008","","98072","2490"
"5560000710","20150327","210000","3","1","1040","","1","","0","4","6","1040","0","1961","","98023","1040"
"7215410320","20150311","390000","3","2.5","2480","","2","","0","3","9","2480","0","1990","","98042","2510"
"3971700510","20150129","336800","5","1.75","1830","","1.5","","0","3","7","1610","220","1958","","98155","1790"
"7202330270","20150303","465000","3","2.5","1440","","2","","0","3","7","1440","0","2003","","98053","1650"
"9542830160","20141218","299900","4","2.5","1580","","2","","0","3","7","1580","0","2011","","98038","1950"
"3630120960","20140718","715000","3","3.25","3230","","2","","0","3","9","3230","0","2006","","98029","2670"
"3622059155","20140523","235000","4","2.5","1810","","1","","0","3","7","1230","580","1970","","98042","1810"
"1687000240","20141210","276000","3","2.5","2495","","2","","0","3","8","2495","0","2007","","98001","2434"
"4322300340","20150112","265000","4","1.5","1740","","1","","0","4","7","1180","560","1964","","98003","1830"
"3797000830","20140530","425000","3","1.75","1680","","1","","2","4","6","840","840","1900","","98103","1540"
"4137060270","20150105","313000","4","2.5","2460","","2","","0","3","8","2460","0","1993","","98092","2210"
"7277100640","20150409","715000","3","2.5","3050","","1","","3","3","8","1720","1330","1984","","98177","2340"
"1312920060","20141212","265000","3","2.25","1630","","2","","0","3","7","1630","0","1991","","98001","1410"
"1472330030","20150324","646000","3","2.75","2460","","2","","0","3","9","2460","0","2004","","98028","2440"
"2973800030","20140721","175000","3","1","1030","","1","","0","3","7","1030","0","1954","","98146","1220"
"5152920070","20140731","649000","3","2.5","3410","","1","","3","4","10","2450","960","1973","","98003","3410"
"2021200058","20150423","785000","3","2.75","2310","","1","","0","4","7","1520","790","1940","","98199","2310"
"9828202255","20140922","890000","4","2.75","2610","","1","","0","5","8","1260","1350","1920","","98122","1770"
"2126059276","20141126","612000","3","3","2330","","1","","0","3","9","2330","0","1998","","98034","2200"
"7796450340","20141205","330000","4","2.5","2980","","2","","0","3","8","2980","0","2003","","98023","2610"
"1449000260","20141112","493000","3","2.25","1790","","1","","0","3","8","1790","0","1978","","98052","2290"
"8722100570","20150403","1.60E+6","4","2.25","2940","","1","","0","3","9","1470","1470","1957","","98112","2230"
"7856400240","20140627","1.62E+6","4","3","3900","","1","","4","5","10","2520","1380","1972","","98006","3410"
"7856400240","20150211","1.65E+6","4","3","3900","","1","","4","5","10","2520","1380","1972","","98006","3410"
"3037200060","20140926","499000","3","2.5","1750","","2.5","","0","3","7","1230","520","1900","","98122","1410"
"6071700160","20140623","603500","6","2.75","2660","","1","","0","5","8","1550","1110","1962","","98006","2280"
"7645900055","20140624","530000","2","1.5","1580","","1","","2","3","8","1280","300","1941","","98126","1730"
"292000070","20150406","895000","5","2.5","2350","","1","","0","4","8","1220","1130","1962","","98004","2470"
"9510900710","20140513","267345","4","2.25","2510","","1","","0","4","7","1610","900","1972","","98023","1940"
"1471620240","20140516","275000","3","2.5","1480","","2","","0","3","8","1480","0","1987","","98045","1480"
"1626079012","20150225","439950","3","1.75","1720","","1","","0","3","7","1240","480","1950","","98019","2530"
"3904901670","20140620","455000","3","2.25","1470","","2","","0","4","7","1470","0","1985","","98029","1560"
"8927600070","20150113","630000","3","1.75","1540","","1","","0","3","7","1250","290","1944","","98115","1760"
"3629970240","20141103","690000","3","2.5","2820","","2","","0","3","9","2820","0","2004","","98029","2660"
"1099610260","20140826","212000","4","1.75","1250","","1","","0","4","7","1250","0","1971","","98023","1390"
"5420300270","20140813","231500","4","2.25","2080","","1","","0","4","7","1280","800","1985","","98030","1200"
"2954400520","20150430","1.24E+6","4","3.25","5180","","2","","0","4","10","5180","0","1991","","98053","4240"
"1121059105","20140708","378500","3","2.5","2860","","2","","0","4","9","2860","0","1990","","98092","2370"
"2591720070","20140502","482000","4","2.5","2710","","2","","0","3","9","2710","0","1989","","98038","2780"
"9178600055","20150505","695000","2","1","1140","","1","","0","3","7","1140","0","1924","","98103","1800"
"9290850800","20141202","965000","4","2.5","4070","","2","","0","3","10","4070","0","1989","","98052","3890"
"5040800060","20150204","675000","3","1.75","1710","","1","","0","4","8","1120","590","1941","","98199","2920"
"1437900350","20141027","387000","3","1.5","1340","","1","","0","3","7","1340","0","1972","","98034","1620"
"1328300810","20150330","347500","4","2.75","2290","","2","","0","3","8","2290","0","1977","","98058","2000"
"3990200125","20140711","385000","3","2","1860","","1","","0","3","8","930","930","1922","","98166","1640"
"7452500340","20141204","265000","3","1","1080","","1","","0","3","6","1080","0","1950","","98126","1100"
"9215400075","20150422","406000","3","1","960","","1","","0","3","7","960","0","1953","","98115","1140"
"5061300030","20140508","134000","2","1.5","980","","2","","0","3","7","980","0","1922","","98014","1040"
"3362900696","20141020","415000","3","1","1500","","2","","0","5","7","1300","200","1926","","98103","1360"
"2558640340","20140527","375000","3","1.75","1440","","1","","0","3","7","1440","0","1973","","98034","1790"
"8078460810","20141210","620000","4","2.5","2580","","2","","0","3","8","2580","0","1993","","98074","2350"
"538000390","20141028","337500","5","2.5","2070","","2","","0","3","7","2070","0","1999","","98038","2010"
"3584900160","20140922","565000","3","2.5","1880","","1","","0","4","7","1260","620","1967","","98005","1950"
"8572900135","20140523","399500","3","1.75","2420","","2","","0","3","7","2420","0","1911","","98045","1210"
"8056000075","20140521","1.06E+6","2","1.75","1890","","2","","0","3","8","1890","0","1987","","98004","2180"
"2972300140","20140821","352500","3","2","1920","","1","","0","3","8","1920","0","1992","","98056","2080"
"7697870350","20140617","259000","3","2","1870","","1","","0","3","7","1270","600","1986","","98030","1870"
"7972601710","20150415","320000","2","1","900","","1","","0","3","7","900","0","1971","","98106","1520"
"6421100342","20140811","733000","3","2.5","2160","","2","","0","4","9","2160","0","1989","","98052","3060"
"2464400340","20140625","381500","2","1","900","","1","","0","5","7","900","0","1924","","98115","1320"
"8113101232","20141202","343000","2","1","1180","","1","","0","4","7","940","240","1957","","98118","1700"
"5706500140","20140818","205500","2","1","900","","1","","0","5","6","900","0","1938","","98022","1320"
"1024069037","20140915","525000","3","2","1600","","1","","0","5","7","1600","0","1967","","98075","1850"
"9476700135","20150319","300000","3","1.75","1500","","1","","2","5","6","750","750","1943","","98056","1500"
"1926069035","20140722","299000","2","1","1070","","1","","0","3","6","1070","0","1942","","98077","1970"
"3904990030","20140709","561000","4","2.5","2570","","2","","0","3","8","2570","0","1990","","98029","2260"
"7132300550","20150224","450000","3","1","1210","","1.5","","0","3","7","1090","120","1928","","98144","1210"
"2193340140","20140814","540000","4","2.5","1850","","2","","0","3","8","1850","0","1985","","98052","1830"
"1422300160","20140624","379000","3","2.5","1740","","2","","0","3","8","1740","0","1992","","98045","1740"
"2946000751","20140724","230000","3","1","1300","","1","","0","4","7","1300","0","1958","","98198","1390"
"1796250140","20150310","399950","3","2.5","2000","","2","","0","4","8","2000","0","1989","","98042","1930"
"6699001200","20150507","355000","5","2.5","3220","","2","","0","3","8","3220","0","2002","","98042","2760"
"7525300310","20140619","580000","4","2.25","2160","","1","","0","3","8","2160","0","1969","","98008","2820"
"5700000340","20150427","700000","3","2","2130","","1.5","","0","4","7","1680","450","1922","","98144","2040"
"3210400340","20140506","279900","3","1.75","1580","","1","","1","4","7","1100","480","1962","","98198","1650"
"179003055","20141113","210000","3","1","1200","","1","","0","3","6","1200","0","1905","","98178","1010"
"9829200566","20140630","1.16E+6","3","3","3790","","2","","0","3","10","2810","980","1989","","98122","2500"
"1723059050","20140611","290300","2","1","860","","1","","0","4","6","860","0","1931","","98055","1400"
"2624059036","20141003","1.60E+6","5","4.5","5130","","2","","0","3","11","5130","0","1996","","98006","4670"
"5101406441","20150416","490000","3","1","1600","","1.5","","0","3","7","1400","200","1939","","98125","1760"
"8582010240","20140506","606000","4","2.5","2110","","2","","0","3","9","2110","0","1987","","98027","2520"
"6300500505","20140714","359950","3","1","1400","","1","","0","3","6","950","450","1943","","98133","990"
"3275890310","20150212","677100","3","2","2110","","1","","0","3","10","2110","0","1993","","98074","3130"
"7715801040","20150221","465000","3","2","1430","","1","","0","4","7","1430","0","1984","","98074","1570"
"7738500731","20140815","4.50E+6","5","5.5","6640","","2","","4","3","12","6350","290","2004","","98155","3030"
"1822079046","20150504","500000","3","2","3040","","1","","0","4","8","1520","1520","1978","","98038","2230"
"1062100075","20150503","455000","2","1","980","","1","","0","4","7","980","0","1950","","98155","1600"
"8825900070","20140818","705000","6","2","2570","","1.5","","0","4","7","1970","600","1911","","98115","2030"
"1158700135","20140812","420000","3","2.5","2060","","1","","0","4","8","1460","600","1967","","98177","2150"
"7983000200","20141005","169575","3","1","1300","","1","","0","3","7","1300","0","1968","","98003","1360"
"7983000200","20150225","250000","3","1","1300","","1","","0","3","7","1300","0","1968","","98003","1360"
"1727510030","20150312","530000","3","2.25","1680","","1","","0","5","7","1180","500","1973","","98034","1910"
"3286800370","20150206","590000","5","3.25","4020","","1","","0","5","8","2170","1850","1970","","98027","2650"
